ID,Titre,Créateur,Type,Médium,Année,Année (numérique),Commentaire,Lien,Catégorie 1,Catégorie 2,Catégorie 3,Mots-clés,Émotion 1,Émotion 2,Émotion 3,Émotions,Durée / Dimension
PT-0443,Le Temps n'est rien,Audrey Niffenegger,Littérature,,2003,20.0,"Nous avons tous déjà eu cette impression d'avoir rencontré une personne quelque part avant, ou de l'avoir connue dans une autre vie... Et si c'était dans un autre temps ? Quand Henry, bibliothécaire, voit arriver Claire, une artiste séduisante, il ne peut croire à l'incroyable : ils se connaissent depuis des décennies, même s'il ne s'en souvient pas. Car Henry est atteint d'une maladie qui le propulse dans le temps. II a rencontré Claire alors qu'elle était enfant et va sans cesse partir et revenir à des époques de leurs vies respectives... L'histoire folle et romanesque d'un amour absolu et éternel","Quand j'erre là-bas, dans le temps, je me trouve inversé, une version désespérée de moi-même. Je deviens un voleur, un vagabond, un animal qui se terre. J'épouvante les vieilles dames et je fascine les enfants. Je suis un tour de magie, une illusion de premier ordre, si incroyable qu'elle me rend tout à fait réel.",temps vécu,représentation du temps,,"souvenir, amour, voyage temporel, vie, attente",joie,sérénité,,"joie, sérénité",
PT-0444,Le désert des Tartares,Dinos Buzzati,Littérature,,2004,20.0,"Le désert des Tartares traite du temps à travers son héros principal, Giovanni Drogo. Jeune officier affecté à la forteresse Bastiani, le personnage évolue dans un lieu isolé où il attend toute sa vie une guerre qui ne vient pas. Le temps se présente comme une attente vaine, marquée par la monotonie et l’immobilité. Les jours passent, identiques, tandis que Drogo vieillit sans s’en rendre compte.
Le temps est ici évoqué comme un temps insidieux, lent et destructeur, qui ronge les espoirs et empêche les personnages d’agir. Le roman devient ainsi une métaphore de la vie humaine, où le temps fuit pendant que l’on attend un moment décisif qui n'arrive jamais. Chaque jour se ressemble donc, l'événement s'avère impossible. ","Toutes ces choses étaient désormais devenues siennes et les quitter lui eut fait de la peine. Drogo, pourtant, ne savait pas cela, il ne soupçonnait pas l’effort que lui eut coûté son départ, ni que la vie du fort engloutissait les jours l’un après l’autre, des jours tous pareils, avec une vitesse vertigineuse. Hier et avant-hier étaient semblables, il n’était plus capable de les distinguer l’un de l’autre ; un événement vieux de trois jours ou de vingt jours finissait par lui sembler lointain. Ainsi se déroulait à son insu la fuite du temps",temps et espace,temps vécu,,"illusion, attente, perdu, fuite",tristesse,peur,,"tristesse, peur",
PT-0445,Aurélia ,Gérard de Nerval,Littérature,,2005,20.0,"Aurélia propose une expérience hallucinée, onirique et mystique du temps. le narrateur y raconte ses visions, ses rêves, ses crises hallucinatoires qui brouillent complètement la frontière entre passé et présent, rêve et réalité, vie et mort. Le texte est donc dominé par un temps intérieur, subjectif, parfois cyclique, qui n’obéit plus aux lois rationnelles. Le temps humain s'y fait donc suspendu, flou: c'est le temps de l'âme cosmique qui est déployé, dans des formes de visions mystiques reliant le narrateur à autre chose. ","Le Rêve est une seconde vie. Je n’ai pu percer sans frémir ces portes d’ivoire ou de corne qui nous séparent du monde invisible. Les premiers instants du sommeil sont l’image de la mort ; un engourdissement nébuleux saisit notre pensée, et nous ne pouvons déterminer l’instant précis où le moi, sous une autre forme, continue l’oeuvre de l’existence. C’est un souterrain vague qui s’éclaire peu à peu, et où se dégagent de l’ombre et de la nuit les pâles figures gravement immobiles qui habitent le séjour des limbes. Puis le tableau se forme, une clarté nouvelle illumine et fait jouer ces apparitions bizarres : le monde des Esprits s’ouvre pour nous.",expérience du temps,temps et rêve,,"rêve, vie, éternité, monde parallèle",admiration,sérénité,,"admiration, sérénité",
PT-0446,Le Goût de l'immortalité,Catherine Dufour,Littérature,,2005,20.0,"Ce roman raconte l'histoire d'une société où l'immortalité est devenue possible grâce à la science. Les protagonistes cherchent à comprendre les enjeux éthiques et personnels de cette quête d’éternité. Entre ambitions, dilemmes moraux et questions sur le sens de la vie, le roman explore les conséquences d’une immortalité sur l’individu et la société, mêlant science-fiction et réflexion existentielle.","Les amoureux guéris traînaient des vies catarrheuses, sevrés d'une peau mais pas du besoin que celle-ci comblait. À ces existences débarrassées de la douleur, le sens manquait toujours. Leur big bang affectif ne s'effondrait pas sur lui-même pour exploser à nouveau, réinventer le tournoiement des galaxies et repeindre en or les confins de l'infini. L'entropie régnait sans recours dans ces vies éparses. Tout le monde n'a pas le courage de mourir d'amour.",temps et sacré,temps et identité,,"mémoire, souvenir, éternité, vie, histoire",tristesse,ennui,,"tristesse, ennui",
PT-0447,La Possibilité d’une île,Michel Houellebecq,Littérature,,2005,20.0,"La Possibilité d'une île raconte l'histoire de Daniel, un comédien et humoriste qui, dans un futur proche, voit l'humanité évoluer vers une société post-humaine, dominée par la technologie et la biologie. Par le biais d’un héros vieillissant – et de ses multiples clones dont la seule activité consiste à raconter la vie de leur souche –, l’auteur explore l’ennui, la solitude et la quête d’immortalité à travers la création d’une humanité nouvelle clonée. Par ce roman, Houellebecq aborde les thèmes de la déshumanisation, de l’amour, et de la fin inévitable de la civilisation telle que nous la connaissons.","Il m'arrive en considérant le ciel nocturne de songer aux Elohim, à cette étrange croyance qui devait finalmement, par des voies détournées, déclencher la Grande Transformation. Daniel1 revit en moi, son corps y connaît une nouvelle incarnation, ses pensées sont les miennes, ses souvenirs les miens ; son existence se prolonge réellement en moi, bien plus qu'aucun homme n'a jamais rêvé se prolonger à travers sa descendance. Ma propre vie pourtant, j'y pense souvent, est bien loin d'être celle qu'il aurait aimé vivre.",temps et sacré,temps et identité,,"mémoire, immortalité, perdu, générations, attente",tristesse,ennui,,"tristesse, ennui",
PT-0448,La Théorie des cordes,José Carlos Somoza,Littérature,,2006,20.0,"Isolée sur un atoll de l'océan Indien, la fine fleur de la physique mondiale est en quête du Graal. Elle oeuvre à un ambitieux projet fondé sur la théorie des cordes, qui permettrait d'ouvrir le temps. S'ils parviennent avec ravissement à contempler le passé de l'humanité - la crucifixion du Christ ou la terre à l'ère jurassique -, les scientifiques perçoivent rapidement que ce programme, financé par de mystérieux fonds privés, pourrait connaître des applications moins angéliques. Un drame conduit à la suspension immédiate des recherches, dispersant aux quatre vents les apprentis sorciers. Dix ans plus tard, dans une université de Madrid, Elisa Robledo déplie un journal pour étayer une thèse de physique théorique. Une fraction de seconde lui suffit à comprendre qu'elle est en danger de mort. Aux côtés d'un confrère, depuis toujours intrigué par la modestie des aspirations professionnelles de la séduisante physicienne au regard de son cursus académique, Elisa et ses anciens acolytes retournent aux origines de la tragédie, sur cet îlot où ils avaient profané le temps.","Nous savons intuitivement que le temps avance. ""Comme il passe vite"", nous plaignons-nous. Mais cette affirmation a-t-elle un sens? Si quelque chose ""avance"", il le fait à une vitesse déterminée, et à quelle vitesse le temps avance-t-il? Les lycéens qui tombent dans le piège tendu par cette question faussement simple répondent parfois: ""A une seconde par seconde"" mais cela n'a pas de sens. La vitesse relie toujours une mesure de distance à une autre de temps, de sorte qu'il n'est pas possible de répondre:""A une seconde par seconde"".

L'énigmatique Mr Temps a beau se déplacer, nous ne sommes pas d'accord dur sa vitesse.",temps et sacré,représentation du temps,,"voyage temporel, mort, nature, pouvoir, amour",vigilance,peur,,"vigilance, peur",
PT-0449,Le lac (Méditations poétiques),Lamartine,Littérature,,2006,20.0,"Le poète convoque le souvenir d'un temps disparu, et le fait ainsi advenir en temps présent. Marquant le manque de sa bien-aimée désormais décédée, le ressouvenir ouvre alors une méditation sur le temps qui passe lié à une forme de nostalgie. Par le vers, le poète prie le temps de ralentir, de se suspendre, d'ouvrir un lieu infini, reflété par un symbole romantique fortement inspiré de la Suisse: le lac. La présence du souvenir dans l'espace et le temps du poème le cristallise ainsi dans les vers, le paysage et un temps devenu désormais infini. ","Ô temps ! suspends ton vol, et vous, heures propices !
Suspendez votre cours :
Laissez-nous savourer les rapides délices
Des plus beaux de nos jours !

Assez de malheureux ici-bas vous implorent,
Coulez, coulez pour eux ;
Prenez avec leurs jours les soins qui les dévorent ;
Oubliez les heureux.
Mais je demande en vain quelques moments encore,
Le temps m'échappe et fuit ;
Je dis à cette nuit : Sois plus lente ; et l'aurore
Va dissiper la nuit.",nature du temps,représentation du temps,,"mémoire, souvenir, amour, mort, nature",tristesse,joie,,"tristesse, joie",
PT-0450,Momo,Michael Ende,Littérature,,2009,20.0,"Momo est une orpheline vagabonde que tout le monde apprécie pour son écoute, ses jeux et ses histoires. Malgré elle, elle va être amenée à contrecarrer le plan des Messieurs gris, volant le temps des habitants pour le consumer sous forme de cigares. Rencontrant le maitre du Temps, Hora, Momo va découvrir l'origine du temps humain et son rapport cosmique aux astres et aux étoiles: elle entre dans une sublime salle du temps  faites de nombreuses fleurs horaires, toutes plus belles les unes que les autres et liées à la musique des étoiles; elle y comprend que chaque humain détient un temps qui lui est propre, celui de son coeur. S'ensuivent des péripéties avec les Messieurs gris, qui se dissiperont progressivement dans le Néant au fil du temps retrouvé; et le retour du temps pour les hommes, alors libres de l'utiliser comme bon leur semble.","Momo finit par comprendre que chaque fleur différait des précédentes, et que celle qui était en train d'écolre lui apparaissait toujours comme la plus belle. Tournant autour du lac, elle regardait les fleurs s'épanouir puis disparaitre. Elle avait l'impression que jamais elle ne se lasserait de ce spectacle. Puis elle s'aperçut que, dans le même temps, il se passait autre chose, qu'elle n'avait pas encore remarqué. La colonne de lumière qui descendait du centre de la coupole n'était pas un spectacle visuel - Momo commençait également à l'entendre (...) les sons étaient plus clairs et rayonnaient davantage. Momo devina que c'était celle lumière sonore qui faisait surgir les fleurs des profondeurs liquides, donnant à chacune une forme unique. Et en écoutant, Momo se mit à percevoir des voix isolées. Ce n'était pas des voix humaines, mais plutôt comme si l'or et l'argent et les autres métaux chantaient (...) C'étaient le Soleil, et la Lune, et les planètes, et toutes les étoiles, qui révèlaient leur nom, leur véritable nom. Et ces noms signifiaient la manière dont planètes et étoiles oeuvraient ensemble pour faire naître puis disparaitre chacune des fleurs horaires (Momo dans le lieu du temps, p. 263-4).",nature du temps,représentation du temps,,"temps du cœur, éternité, perdu, vie, Nature (coeur, montre, fleur, étoiles)",peur,joie,,"peur, joie",
PT-0451,Puisque je ne pouvais m'arrêter pour la Mort ,Emily Dickinson,Littérature,,2009,20.0,"Le temps et l'éternité sont deux forces mystérieuses interconnectées dans l'oeuvre de Dickinson. Recherchant toute forme de relation entre monde fini et infini, les poèmes y interrogent la nature fugace du temps et la possibilité ouverte d'une existence par-delà la mort. La mort y est ainsi conçue comme lieu de passage vers l'éternité. En rien considérée comme fin du temps et de la vie, la mort ouvre une dimension parallèle, ou plutôt une extension du temps lui-même par-delà le temps linéaire: celui de l'éternité. La présence de la mort, de deuil et de la spiritualité évoquent ainsi une éternité pouvant être atteinte à travers des expériences transcendantales. 
 
","Puisque je ne pouvais m'arrêter pour la Mort —
Ce Gentleman eut la bonté de s'arrêter pour moi —
Dans la Voiture il n'y avait que Nous —
Et l'Immortalité.

Nous roulions lentement — Il n'était pas pressé
Et j'avais mis de côté
Mon labeur ainsi que mon loisir,
En réponse à Sa Civilité —

Nous passâmes l'École, où les Enfants s'efforçaient
De faire la Ronde — à la Récréation —
Nous passâmes les Champs d'Épis qui nous dévisageaient —
Nous passâmes le Soleil Couchant —

Ou plutôt — c'est Lui qui Nous dépassa —
Les Rosées tombèrent frissonnantes et Froides —
Car ma Robe n'était que de Gaze —
Mon Étole — de Tulle —

Nous fîmes halte devant une Maison qui semblait
Un Gonflement du Sol —
Le Toit était à peine visible —
La Corniche — Enterrée —

Depuis — ça fait des Siècles — et pourtant
Cela paraît plus court que le Jour
Où je me suis doutée que la Tête des Chevaux
Était tournée vers l'Éternité —

",temps et sacré,nature du temps,,"mort, vie, éternité, immortalité",confiance,surprise,,"confiance, surprise",
PT-0452,Les Années,Annie Ernaux,Littérature,,2010,20.0,"Autobiographie collective et impersonnelle, Les Années traite du temps à plusieurs niveaux: historique, intime, sociologique et existentiel. Le temps y est représenté comme un flux continu, un mouvement ininterrompu, mais aussi fragmenté en strates, en couches de souvenirs, d’images, de sons, de slogans; sa construction n'est pas linéaire mais fonctionne par association, analogie entre éléments. Les événements historiques (mai 68, guerre d’Algérie, avortement clandestin, élection de Mitterrand, arrivée d’Internet...) deviennent ainsi des marqueurs temporels intimes - le je se dissout dans le nous - et des marques d'évolution de nos rapports au temps. Le temps intime et personnel est traité sur le mode du souvenir, souvent avec nostalgie, comme lieu capable d'unifier l'ensemble des vies dans la vie. ","2000 : La recherche du temps perdu passait par le Web. (...) La mémoire était devenue inépuisable, mais la profondeur du temps (...) avait disparu. On était dans un présent infini.",temps vécu,temps et identité,,"mémoire, générations, politique, coeur",tristesse,confiance,,"tristesse, confiance",
PT-0453,L'Homme qui mit fin à l'histoire,Ken Liu,Littérature,,2011,20.0,"Deux scientifiques mettent au point un procédé révolutionnaire permettant de retourner dans le passé. Une seule et unique fois par période visitée, pour une seule et unique personne, et sans aucune possibilité pour l'observateur d'interférer avec l'objet de son observation. Une révolution qui promet la vérité sur les périodes les plus obscures de l'histoire humaine. Plus de mensonges. Plus de secrets d'État. Créée en 1932 sous mandat impérial japonais, dirigée par le général Shiro Ishii, l'Unité 731 se livra à l'expérimentation humaine à grande échelle dans la province chinoise du Mandchoukouo, entre 1936 et 1945, provoquant la mort de près d'un demi-million de personnes…","Selon Wei, l'histoire écrite n'a qu'un but : concevoir le récit cohérent d'un ensemble de faits. Nous sommes restés enlisés trop longtemps dans la controverse sur la justesse de ces faits. Le voyage temporel mettra la vérité à portée de vue, comme si on regardait par la fenêtre.",représentation du temps,expérience du temps,,"voyage temporel, mémoire, politique, histoire, illusion",surprise,vigilance,,"surprise, vigilance",
PT-0454,Des fleurs pour Algernon,Daniel Keyes,Littérature,,2011,20.0,"Retardé mental ayant été opéré pour devenir intelligent, Charlie Gordon dépasse les limites de l'intelligence humaine. Il se rend alors compte que la limite entre présent pass et futur n'existe pas; et expérimente des moments de pleine conscience où cette abolition prend forme pour ouvrir un temps unifié et infini. ","Il est impossible de dire la proporition des souvenirs et de ce qui existe dans le présent - si bien qu'un étrange mélange se forme de souvenirs et de réalité; du passé et du présent; de réaction aux stimulis emmagasinés dans mes centres cérébraux, et de réaction aux stimulis venant de cette salle. C'est comme si tout ce que j'ai appris s'était fondu en un univers de cristal qui tournoie devant moi de telle façon que je peux voir toutes ces facettes briller en splendides éclats de lumière (342).",nature du temps,temps vécu,,"temps du coeur, vie, mort",peur,confiance,,"peur, confiance",
PT-0455,Le Temps fut,Ian McDonald,Littérature,,2018,20.0,"Bouquiniste indépendant, Emmett Leigh déniche un jour un petit recueil de poèmes lors de la liquidation de la librairie d'un confrère. Un recueil, Le Temps fut, qui s'avère vite d'une qualité littéraire au mieux médiocre... En revanche, ce qui intéresse Emmett au plus haut point, c'est la lettre manuscrite qu'il découvre glissée entre les pages de l'ouvrage. Pour le bouquiniste, tout ce qui peut donner un cachet unique et personnel à un livre est bon à prendre. Il se trouve ici en présence d'une lettre d'amour qu'un certain Tom adresse à son amant, Ben, en plein cœur de la Seconde Guerre mondiale. Remuant ciel et terre - et vieux papiers - afin d'identifier les deux soldats, Emmett finit par les retrouver sur diverses photos, prises à différentes époques. Or, la date présumée des photos et l'âge des protagonistes qui y figurent ne correspondent pas... du tout.","[...] mais des voyageurs dans le temps, cétait une offense à toutes mes théories. S'il en existait vraiment, nous vivions dans un monde ascientifique. Où les miracles pouvaient être authentiques. Et Dieu exister.",temps vécu,représentation du temps,,"voyage temporel, souvenir, amour, histoire, perdu",nostalgie,tristesse,,"nostalgie, tristesse",
PT-0456,L'horloge,Charles Baudelaire,Littérature,,2019,20.0,"Le poète invoque la terreur du temps qui passe et tente de le conjurer à travers le poème. Il appelle à la vie en rappelant l'heure de la mort, il soutient le souvenir pour adjurer la présence. ""Les minutes, mortel folâtre, sont des gangues / Qu’il ne faut pas lâcher sans en extraire l’or !"": nous dit-il.","""Horloge ! dieu sinistre, effrayant, impassible,
Dont le doigt nous menace et nous dit : Souviens-toi !
Les vibrantes Douleurs dans ton cœur plein d’effroi
Se planteront bientôt comme dans une cible,
Le plaisir vaporeux fuira vers l’horizon
Ainsi qu’une sylphide au fond de la coulisse ;
Chaque instant te dévore un morceau du délice
A chaque homme accordé pour toute sa saison.
(…)
Souviens-toi que le Temps est un joueur avide
Qui gagne sans tricher, à tout coup ! c’est la loi.
Le jour décroît ; la nuit augmente, souviens-toi !
Le gouffre a toujours soif ; la clepsydre se vide.
Tantôt sonnera l’heure où le divin Hasard,
Où l’auguste Vertu, ton épouse encor vierge,
Où le repentir même (oh ! la dernière auberge !),
Où tout te dira : Meurs, vieux lâche ! il est trop tard !
""",temps vécu,représentation du temps,,"mémoire, vie, mort, perdu, souvenir",peur,confiance,,"peur, confiance",
PT-0457,Tout ce que je sais du temps,Goran Petrovic,Littérature,,2019,20.0,"Dans tout ce que je sais du temps, Petrovic explore plusieurs événements fondamentaux de l'enfance à l'âge mûr. La question du temps est bien évidemment traitée, avec celle de la montre, évoquée comme une petite chimère vampirisante.","Par un après-midi de l’année 1988, j’ai ôté de mon poignet ma montre-bracelet. Plus précisément, par un après-midi nuageux du mois d’avril, aussitôt après avoir terminé la lecture d’un livre de Borgázar que l’on m’avait prêté et qui parlait des chronâtres, créatures parasites qui se nourrissent de temps humain (...) dans son livre, il raconte que les chronâtres nous vampirisent; rares sont ceux qui s'aperçoivent de leurs morsures, semblables à celles des serpents, mais tôt ou tard ils se retrouvent dépossédés de la eur temps.",expérience du temps,représentation du temps,,"mort, perdu, pouvoir, illusion",vigilance,dégoût,,"vigilance, dégoût",
PT-0458,Transparence,Marc Dugain,Littérature,,2019,20.0,"À la fin des années 2060, la présidente française de Transparence, une société du numérique implantée en terre sauvage d’Islande, est accusée par la police locale d’avoir orchestré son propre assassinat. Or au même moment, son entreprise s’apprête à commercialiser le programme Endless, un projet révolutionnaire sur l’immortalité, qui consiste à transplanter l’âme humaine dans une enveloppe corporelle artificielle. Alors que la planète est gravement menacée par le réchauffement climatique, cette petite start-up qui est sur le point de prendre le contrôle du secteur numérique pourra-t-elle sauver l’humanité ?","Je me demande si personnellement j’ai envie d’éternité. J’ai été élevé dans l’idée de parvenir au plus haut de la société pour la marquer de mon empreinte. Rester dans l’Histoire avec un grand H et ne pas en sortir d’un coup de hache, pour citer Perec (ou à peu près, vous savez il disait l’histoire avec une grande H), m’intéresse, mais perdurer infiniment comme individu... je ne sais pas.",temps et sacré,représentation du temps,,"éternité, illusion, rêve, immortalité, politique",confiance,surprise,,"confiance, surprise",
PT-0459,Le mont analogue,René Daumal,Littérature,,2020,20.0,"Dans le Mont analogue, la conception du temps est étroitement liée à la quête spirituelle et à la notion d'analogie. Le récit, inachevé, explore l'idée que le temps n'est pas une entité linéaire, mais plutôt un réseau d'analogies qui relient différents niveaux de réalité. 
Le temps s'y fait principalement cyclique et intemporel. L'ascension du Mont Analogue, à la fois physique et spirituelle, suggère un retour aux origines, à un état primordial, plutôt qu'une progression linéaire vers un futur déterminé. Le temps semble se dilater, se contracter, et les événements peuvent être compris à travers des correspondances avec d'autres niveaux d'existence. De même, le temps est envisagé comme un système de correspondances liant plusieurs niveaux de réalité, où chaque événement, chaque lieu, chaque personnage peut être considéré comme une ""analogie"" d'une réalité plus vaste et profonde. La compréhension de ces analogies permet de saisir des vérités au-delà du temps linéaire. ","Les hommes-creux habitent dans la pierre, ils y circulent comme des cavernes voyageuses. Dans la glace ils se promènent comme des bulles en forme d’hommes. Mais dans l’air ils ne s’aventurent, car le vent les emporterait. Ils ont des maisons dans la pierre, dont les murs sont faits de trous, et des tentes dans la glace, dont la toile est faite de bulles. Le jour ils restent dans la pierre, et la nuit errent dans la glace, où ils dansent à la pleine lune. Mais ne voient jamais le soleil, autrement ils éclateraient",expérience du temps,temps et sacré,,"vie, mort, éternité, énigme, monde parallèle",excitation,surprise,,"excitation, surprise",
PT-0460,Le château intérieur,Thérèse d'Avila,Littérature,,2020,20.0,"Dans cette oeuvre, le temps extérieur, instrumental et chronologique est secondaire par rapport au temps intérieur de l'âme, durant lequel l'homme se lie au monde cosmique par communion au divin. Lors d'une connexion au temps intérieur, le temps extérieur est suspendu au profit d'une ouverture contemplative à l'étérnité: ce véritable temps est celui de l’instant présent vécu en pleine conscience de Dieu, où passé, présent et futur s’unifient dans une expérience spirituelle. ","Hélas ! elles sont encore si attachées à ce monde, que, par une pente trop
naturelle, leur cœur s’en va là où est leur trésor. Cependant elles s’arrachent de temps en temps
avec courage au tumulte du siècle, pour être à elles-mêmes ; et certes c’est une grande chose
pour ces âmes que de se connaître, et de voir que pour arriver à la porte du mystique château,
elles ne suivaient pas la bonne route. Enfin elles entrent dans les premières demeures d’en bas,
mais il y entre avec elles tant de reptiles, qu’ils les empêchent de voir la beauté de cet édifice,
et d’y goûter les douceurs du repos. C’est toujours beaucoup d’avoir franchi le seuil, et de se
trouver dans l’intérieur du château.",temps et sacré,expérience du temps,,"vie, éternité, souvenir, temps du coeur",sérénité,joie,,"sérénité, joie",
PT-0461,,,Littérature,,,,,,,,,,,,,,
PT-0462,,,Littérature,,,,,borg,,,,,,,,,
PT-0463,"信長の野望 (licence)

Nobunaga's Ambition",,Jeux vidéo,Multiple,1983,19.0,"Nobunaga’s Ambition (Nobunaga no Yabō) est une série de jeux de stratégie historique débutée en 1983 par Koei. Elle plonge les joueurs dans l’époque Sengoku du Japon, une période de guerres civiles et de rivalités entre seigneurs féodaux. Le but est d’unifier le Japon en incarnant des personnages historiques comme Oda Nobunaga, en gérant diplomatie, économie et armées. La série est reconnue pour sa profondeur tactique, sa richesse historique et ses nombreuses déclinaisons sur consoles et PC, faisant d’elle un pilier du genre “grand strategy” au Japon et dans le monde.
Le temps y est central puisque le jeu est une simulation historique, et les derniers opus vont jusqu'à simuler le temps de vie exact de chaques généraux et autres personnages.",https://www.youtube.com/watch?v=C1jEDLv6X0s,temps et identité,manipulation du temps,,"histoire, pouvoir, politique, générations, voyage",confiance,vigilance,,"confiance, vigilance",
PT-0464,Tetris,,Jeux vidéo,GameBoy (1989) / Multiple,1985,19.0,"L’exemple le plus célèbre de la capacité hypnotique propre aux jeux vidéo
est évidemment Tetris.
Publié pour la première fois en 1984, le jeu deviendra l’emblème qu’il est
aujourd’hui grâce à sa popularisation internationale portée par le
support vidéoludique mythique des années 80, la Game Boy, première
console portable de Nintendo.
Nombre de parents n’ont pas vu le temps passer, subissant par après le
fameux « Tetris effect », les blocs du jeu continuant à apparaître dans leur
champ de vision alors que la console était éteinte.",https://www.youtube.com/watch?v=E-ej_8XBwmI,expérience du temps,temps vécu,,"puzzle, enfance, générations",colère,joie,,"colère, joie",
PT-0465,"ディーヴァ (licence)

Daiva",,Jeux vidéo,Multiple,1986,19.0,"Daiva est une série de sept jeux sortis à quelques mois d'intervalle sur sept systèmes différents. L'enjeu était de faire vivre une même histoire depuis sept points de vue différents, relatifs aux protagonistes relatifs des sept épisodes. Space opera inspiré par la mythologie indienne, la série est un ovni en terme de production vidéoludique. Le gameplay se joue au tour par tour, et l'on y gère une armada spaciale, avec certains passage qui prennent la forme d'un jeu de plateforme. La série se distingue par son univers riche, son ambiance sombre, et sa structure narrative innovante, où chaque épisode apporte une pièce du puzzle global.",https://www.youtube.com/watch?v=WIxyhQqkPoY,temps et identité,temps et espace,,"politique, générations, amour, vie, mort",surprise,sérénité,,"surprise, sérénité",
PT-0466,"""Ys"" (licence)",,Jeux vidéo,Multiple,1987,19.0,"Série d'action RPG ultra célèbre au Japon d'abord, puis maintenant mondialement, cette licence raconte les aventures d'Adol Christin, un aventurier se déplaçant dans un monde de fantasy qui rappelle fortement le moyen-âge européen.
Chaque opus reprend les pages du ""journal"" d'Adol, qui a noté ses aventures. Ainsi, outre le fait que dès le premier opus, le temps est au coeur de l'histoire (puisque nous réglons des problèmes vieux de 700 ans), et que Ys Origin (2006) les fait vivre au joueur, c'est également le rapport du joueur au jeu qui l'envoie dans un passé fictif.
En effet, chaque jeu n'a de cesse de nous rappeler que nous ""vivons"" le passé d'un héros, très probablement déjà mort, comme le confirme le dernier opus en date, Ys X: Nordics, dans lequel une scène cachée nous donne un écho du ""dernier voyage"" d'Adol.
En outre, en évoquant bien sûr la cité mythique bretonne, l'empire romain ou encore le monde scandinave, la série renvoie le joueur à l'Hisoitre humaine.",https://www.youtube.com/watch?v=vkDjIr0pqBw,représentation du temps,manipulations du temps,,"roleplay, mémoire, générations",joie,excitation,,"joie, excitation",
PT-0467,Time Soldiers,,Jeux vidéo,Multiple,1987,19.0,"Dans ce jeu, on incarne un soldat voyageant à travers différentes époques historiques pour sauver ses camarades capturés par un ennemi mystérieux. Chaque niveau se déroule dans un cadre temporel différent, comme la préhistoire, le Far West ou la Rome antique. Le gameplay combine tir et exploration dans un style arcade dynamique, avec des ennemis variés et des boss à affronter. Ce jeu est apprécié pour son concept original de voyage dans le temps et son rythme soutenu.",https://www.youtube.com/watch?v=rotW2_zkhpY,temps et espace,,,"voyage temporel, monde parallèle",excitation,vigilance,,"excitation, vigilance",
PT-0468,Metal Gear (licence) ,,Jeux vidéo,Multiple,1987,19.0,"Metal Gear est une saga d’action-infiltration créée par Hideo Kojima en 1987. À travers ses nombreux épisodes, elle explore des thèmes complexes mêlant guerre, géopolitique, intelligence artificielle et bien sûr le temps, à travers l’histoire cyclique des conflits et l’héritage transmis entre générations de soldats.
La série suit principalement Solid Snake, clone du légendaire Big Boss, dans sa lutte contre des armes nucléaires appelées Metal Gear. Chaque épisode se déroule à une époque différente (des années 60 à un futur proche), et la narration joue constamment avec les sauts temporels, les flashbacks, et les conflits d’héritage. L’opposition entre passé, présent et avenir est centrale : l’histoire d’un soldat piégé par les erreurs de ses prédécesseurs.
Certains épisodes, comme Metal Gear Solid 3, revisitent le passé pour éclairer le présent, tandis que Metal Gear Solid 4 montre un monde ravagé par la guerre automatisée, où le temps devient une charge biologique, mémorielle et politique. La série interroge le progrès, la mémoire et la répétition des erreurs humaines à travers le prisme du temps — à la fois comme thème narratif et comme outil de mise en scène.",https://www.youtube.com/watch?v=G6DB51cDHUY,temps et identité,manipulations du temps,,"histoire, pouvoir, illusion, combat, souvenir",vigilance,peur,,"vigilance, peur",
PT-0469,Columns,,Jeux vidéo,GameGear / Arcade / Multiple,1989,19.0,"Véritable réponse à Tetris de la part du grand rival de Nintendo durant les
années 80 et 90, Columns propose d’assembler des blocs en fonction de
leurs couleurs plutôt que leurs formes.
Produisant les mêmes effets que Tetris, il permettra au public de
découvrir et profiter de différents supports, tout en oubliant le temps.",https://www.youtube.com/watch?v=1QZ6Q-1Oh40,expérience du temps,temps vécu,,"puzzle, enfance, générations",colère,joie,,"colère, joie",
PT-0470,Prince of Persia,,Jeux vidéo,Apple II / Multiple,1989,19.0,"Avec plus de 2 millions d’exemplaires vendus sur une multitude de supports, Prince of Persia est un classique parmi les classiques.
Si le scénario est simple – le joueur tentant de libérer la fille d’un Sultan des griffes d’un Vizir mal intentionné –, les animations et les mécaniques de jeu on fait le succès de ce titre. Au cœur du gameplay, un système de « contre la montre » épice la difficulté du titre, faisant du temps une limite à dépasser.",https://www.youtube.com/watch?v=JZDAPp61aak,expérience du temps,temps vécu,,"compte à rebours, vie, mort",vigilance,excitation,,"vigilance, excitation",
PT-0471,La Quête de l'Oiseau du Temps,,Jeux vidéo,Atari ST / Amiga / DOS,1989,19.0,"Version vidéoludique de la célèbre BD éponyme, ce jeu est un exemple de maîtrise du Pixel Art, et du lien naturel qui s’établit entre le 9e art et les jeux vidéo.
Dès lors, reprenant le scénario initial créé par Le Tendre et Loisel, il s’agira de trouver le moyen « d’arrêter le temps » afin d’en offrir à la sorcière Mara et sauver le monde d’Akbar.
",https://www.youtube.com/watch?v=P9Cz0yqz5dE,temps et rêve,,,"roleplay, bande dessinée, rêve",vigilance,,,vigilance,
